CustomerID,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,Churn_Binary,Cluster
3922,Female,1,No,1,Yes,Yes,DSL,Month-to-month,69,Yes,1,3
3923,Male,0,No,69,Yes,Yes,Fiber optic,Month-to-month,91,No,0,2
3924,Female,1,No,4,Yes,No,Fiber optic,Month-to-month,94,Yes,1,3
3925,Male,0,Yes,66,Yes,Yes,Fiber optic,One year,63,No,0,2
3926,Female,0,No,35,No,Yes,DSL,One year,24,No,0,1
3927,Male,0,No,22,Yes,No,DSL,Month-to-month,105,No,0,0
3928,Female,0,Yes,55,Yes,No,DSL,Month-to-month,19,No,0,1
3929,Male,0,No,9,Yes,No,Fiber optic,Month-to-month,81,Yes,1,0
3930,Female,0,No,55,Yes,No,DSL,One year,90,No,0,2
3931,Female,0,No,36,Yes,Yes,Fiber optic,One year,106,No,0,2
3932,Male,1,No,27,Yes,No,DSL,Month-to-month,81,Yes,1,3
3933,Female,0,Yes,67,Yes,Yes,Fiber optic,Month-to-month,107,No,0,2
3934,Female,1,No,54,Yes,No,DSL,Month-to-month,102,Yes,1,3
3935,Male,0,No,62,No,No,DSL,One year,39,No,0,1
3936,Male,0,Yes,56,No,No,DSL,Two year,52,No,0,1
3937,Female,0,No,34,Yes,No,DSL,Month-to-month,110,Yes,1,2
3938,Female,0,Yes,33,Yes,No,DSL,Month-to-month,86,Yes,1,2
3939,Female,0,No,5,Yes,No,DSL,Month-to-month,94,Yes,1,0
3940,Female,0,No,16,Yes,No,Fiber optic,Month-to-month,20,No,0,1
3941,Male,0,No,34,Yes,No,DSL,Month-to-month,89,No,0,0
3942,Female,1,No,58,Yes,No,DSL,Month-to-month,106,Yes,1,3
3943,Female,1,No,66,Yes,No,DSL,Month-to-month,71,No,0,3
3944,Male,0,No,37,Yes,No,DSL,Month-to-month,20,No,0,1
3945,Female,0,Yes,6,Yes,No,DSL,One year,46,No,0,1
3946,Male,0,No,65,Yes,No,DSL,Month-to-month,74,No,0,2
3947,Male,0,No,51,Yes,No,DSL,Month-to-month,20,No,0,1
3948,Male,0,No,2,Yes,No,DSL,Month-to-month,45,Yes,1,0
3949,Male,0,No,18,Yes,No,Fiber optic,One year,68,No,0,0
3950,Female,0,No,51,Yes,Yes,DSL,Month-to-month,60,No,0,2
3951,Female,0,No,9,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
3952,Male,0,No,15,Yes,Yes,DSL,Two year,100,No,0,0
3953,Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,106,No,0,2
3954,Male,0,Yes,12,Yes,No,Fiber optic,Month-to-month,19,No,0,1
3955,Male,0,No,60,No,Yes,Fiber optic,Month-to-month,40,No,0,1
3956,Female,0,No,32,Yes,No,DSL,Month-to-month,19,No,0,1
3957,Male,0,No,6,Yes,Yes,Fiber optic,Month-to-month,80,Yes,1,0
3958,Male,0,Yes,39,Yes,Yes,Fiber optic,Two year,100,No,0,2
3959,Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,75,No,0,0
3960,Male,0,No,71,Yes,No,DSL,One year,79,No,0,2
3961,Female,0,No,1,Yes,No,DSL,Month-to-month,60,Yes,1,0
3962,Male,0,No,2,Yes,No,DSL,Month-to-month,80,Yes,1,0
3963,Female,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,110,No,0,2
3964,Female,0,No,41,Yes,No,DSL,Two year,69,No,0,2
3965,Male,1,No,7,Yes,Yes,Fiber optic,Two year,75,No,0,3
3966,Male,1,No,35,Yes,Yes,Fiber optic,One year,95,No,0,3
3967,Male,0,No,31,Yes,Yes,Fiber optic,Two year,80,No,0,0
3968,Male,0,Yes,45,Yes,No,DSL,One year,24,No,0,1
3969,Male,0,No,15,Yes,No,DSL,Two year,93,Yes,1,0
3970,Male,0,Yes,27,Yes,No,Fiber optic,Month-to-month,20,No,0,1
3971,Female,1,No,31,Yes,No,DSL,One year,91,No,0,3
3972,Female,0,Yes,41,Yes,Yes,DSL,Two year,66,Yes,1,2
3973,Male,0,No,19,Yes,No,DSL,Month-to-month,19,No,0,1
3974,Female,0,Yes,25,No,No,DSL,One year,59,Yes,1,1
3975,Female,0,Yes,15,Yes,Yes,DSL,One year,105,No,0,0
3976,Female,0,Yes,2,Yes,Yes,Fiber optic,Month-to-month,72,No,0,0
3977,Male,0,No,12,Yes,No,DSL,Month-to-month,50,Yes,1,0
3978,Female,1,No,23,Yes,No,Fiber optic,Two year,79,No,0,3
3979,Female,0,Yes,22,Yes,No,Fiber optic,Month-to-month,20,No,0,1
3980,Male,0,Yes,71,Yes,Yes,DSL,Two year,101,No,0,2
3981,Female,1,Yes,30,Yes,Yes,Fiber optic,Month-to-month,101,No,0,3
3982,Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,45,Yes,1,0
3983,Female,0,No,20,Yes,Yes,DSL,Two year,19,No,0,1
3984,Male,0,No,1,Yes,No,DSL,Month-to-month,56,No,0,0
3985,Female,0,Yes,68,Yes,Yes,DSL,Two year,85,No,0,2
3986,Male,0,No,14,Yes,No,DSL,Month-to-month,20,No,0,1
3987,Male,0,Yes,2,Yes,Yes,Fiber optic,Two year,20,Yes,1,1
3988,Male,0,No,38,Yes,Yes,Fiber optic,Month-to-month,70,No,0,0
3989,Male,0,No,18,Yes,Yes,DSL,One year,20,No,0,1
3990,Female,0,No,31,Yes,No,DSL,Month-to-month,104,No,0,0
3991,Female,0,Yes,71,Yes,No,Fiber optic,Month-to-month,64,No,0,2
3992,Male,0,No,67,Yes,Yes,Fiber optic,Month-to-month,110,No,0,2
3993,Male,0,No,72,Yes,Yes,DSL,Two year,92,No,0,2
3994,Male,1,No,32,Yes,Yes,DSL,Two year,106,Yes,1,3
3995,Male,0,Yes,4,Yes,Yes,Fiber optic,One year,81,Yes,1,0
3996,Female,0,No,23,Yes,No,Fiber optic,Month-to-month,60,No,0,0
3997,Female,0,Yes,66,Yes,No,DSL,Two year,67,No,0,2
3998,Male,1,No,57,Yes,No,DSL,Two year,105,No,0,3
3999,Female,0,No,36,Yes,No,DSL,Month-to-month,90,No,0,2
4000,Male,0,No,13,No,No,Fiber optic,Month-to-month,25,No,0,1
4001,Female,0,No,9,Yes,Yes,Fiber optic,Month-to-month,83,Yes,1,0
4002,Female,0,Yes,5,Yes,Yes,Fiber optic,Two year,81,No,0,0
4003,Female,0,No,67,Yes,Yes,DSL,Two year,86,No,0,2
4004,Male,0,No,1,Yes,No,DSL,Two year,70,Yes,1,0
4005,Male,0,No,4,Yes,Yes,DSL,Two year,75,Yes,1,0
4006,Female,0,No,1,Yes,Yes,DSL,Month-to-month,70,Yes,1,0
4007,Female,0,Yes,31,Yes,No,DSL,Two year,20,Yes,1,1
4008,Male,0,No,3,Yes,Yes,DSL,Two year,43,Yes,1,0
4009,Female,0,Yes,4,Yes,No,DSL,One year,79,No,0,0
4010,Female,0,No,33,Yes,No,DSL,Two year,95,No,0,0
4011,Female,0,Yes,58,Yes,No,DSL,Month-to-month,25,No,0,1
4012,Male,0,Yes,25,Yes,No,DSL,Two year,25,No,0,1
4013,Male,0,No,4,Yes,No,DSL,Month-to-month,76,Yes,1,0
4014,Male,1,No,51,Yes,Yes,DSL,Month-to-month,94,No,0,3
4015,Male,0,No,19,No,Yes,Fiber optic,Month-to-month,25,No,0,1
4016,Female,0,No,11,Yes,Yes,DSL,One year,44,Yes,1,0
4017,Female,0,No,24,Yes,No,DSL,Month-to-month,56,No,0,0
4018,Male,0,No,18,Yes,Yes,DSL,One year,74,No,0,0
4019,Female,0,No,4,No,No,DSL,One year,24,Yes,1,1
4020,Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,78,Yes,1,0
4021,Male,1,No,19,Yes,No,DSL,Two year,88,Yes,1,3
4022,Male,1,No,31,Yes,No,DSL,Month-to-month,97,No,0,3
4023,Male,1,No,61,Yes,No,DSL,Month-to-month,64,No,0,3
4024,Male,1,No,8,Yes,No,DSL,One year,70,No,0,3
4025,Female,0,Yes,49,Yes,No,DSL,Month-to-month,87,No,0,2
4026,Male,0,No,5,No,No,Fiber optic,Month-to-month,51,Yes,1,0
4027,Male,0,Yes,35,Yes,Yes,Fiber optic,Two year,73,No,0,2
4028,Male,0,No,70,Yes,No,DSL,Month-to-month,116,Yes,1,2
4029,Male,0,No,1,Yes,No,Fiber optic,Two year,101,Yes,1,0
4030,Female,0,No,31,Yes,No,DSL,Two year,88,No,0,0
4031,Female,1,No,13,Yes,No,DSL,Month-to-month,74,Yes,1,3
4032,Male,0,Yes,28,No,Yes,Fiber optic,Two year,51,No,0,1
4033,Male,1,No,50,Yes,Yes,Fiber optic,Month-to-month,70,No,0,3
4034,Female,1,No,22,Yes,No,DSL,One year,20,No,0,3
4035,Male,0,Yes,36,No,No,DSL,Month-to-month,61,No,0,1
4036,Male,0,No,40,Yes,Yes,Fiber optic,Month-to-month,106,No,0,2
4037,Male,0,Yes,19,Yes,No,DSL,Month-to-month,50,No,0,1
4038,Female,0,Yes,4,Yes,Yes,DSL,Two year,81,Yes,1,0
4039,Female,0,No,35,Yes,No,DSL,Two year,86,Yes,1,0
4040,Female,0,No,20,Yes,Yes,Fiber optic,Month-to-month,69,No,0,0
4041,Male,0,No,11,Yes,No,DSL,One year,20,No,0,1
4042,Female,0,Yes,9,Yes,No,DSL,Two year,20,No,0,1
4043,Female,0,Yes,71,Yes,No,DSL,Month-to-month,99,No,0,2
4044,Female,0,Yes,71,Yes,No,DSL,Two year,20,No,0,1
4045,Female,0,No,71,Yes,Yes,DSL,Two year,113,No,0,2
4046,Female,0,No,31,Yes,No,Fiber optic,Month-to-month,79,No,0,0
4047,Female,1,No,1,Yes,Yes,DSL,Month-to-month,70,Yes,1,3
4048,Male,0,No,31,Yes,Yes,Fiber optic,Two year,76,No,0,0
4049,Female,0,No,1,Yes,No,DSL,Two year,71,Yes,1,0
4050,Male,0,No,1,Yes,Yes,Fiber optic,One year,69,Yes,1,0
4051,Male,0,Yes,67,Yes,Yes,Fiber optic,Month-to-month,80,Yes,1,2
4052,Female,1,No,43,Yes,Yes,Fiber optic,Two year,94,No,0,3
4053,Male,1,No,21,Yes,No,DSL,Month-to-month,87,No,0,3
4054,Female,0,No,61,Yes,Yes,DSL,Month-to-month,106,No,0,2
4055,Female,0,No,72,Yes,No,DSL,Month-to-month,25,No,0,1
4056,Male,0,Yes,6,Yes,No,DSL,Two year,25,No,0,1
4057,Female,0,Yes,47,Yes,No,DSL,Month-to-month,20,No,0,1
4058,Female,0,No,24,Yes,Yes,DSL,Two year,20,No,0,1
4059,Male,0,No,39,Yes,Yes,Fiber optic,Month-to-month,81,No,0,2
4060,Female,0,Yes,65,Yes,No,DSL,Month-to-month,25,No,0,1
4061,Female,0,No,1,Yes,Yes,DSL,Two year,86,Yes,1,0
4062,Male,0,No,6,Yes,No,DSL,Month-to-month,88,No,0,0
4063,Female,1,No,56,Yes,No,Fiber optic,Month-to-month,101,Yes,1,3
4064,Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,69,No,0,0
4065,Male,0,No,34,Yes,No,DSL,Month-to-month,20,No,0,1
4066,Male,0,No,21,Yes,No,DSL,Month-to-month,20,No,0,1
4067,Male,0,No,62,Yes,Yes,DSL,One year,69,No,0,2
4068,Male,0,No,62,Yes,No,DSL,Two year,20,No,0,1
4069,Female,0,No,51,Yes,No,DSL,One year,112,No,0,2
4070,Male,0,No,18,Yes,No,Fiber optic,Two year,57,No,0,0
4071,Female,0,No,34,Yes,Yes,Fiber optic,Month-to-month,74,Yes,1,0
4072,Female,0,No,61,Yes,No,DSL,Month-to-month,94,No,0,2
4073,Male,1,No,2,Yes,No,Fiber optic,Month-to-month,50,No,0,3
4074,Male,0,Yes,72,Yes,No,DSL,Month-to-month,55,No,0,2
4075,Female,0,No,53,Yes,Yes,Fiber optic,Month-to-month,110,No,0,2
4076,Male,0,No,6,Yes,No,DSL,Month-to-month,79,No,0,0
4077,Female,0,No,24,Yes,Yes,Fiber optic,Two year,84,No,0,0
4078,Male,0,Yes,68,Yes,Yes,Fiber optic,Month-to-month,71,No,0,2
4079,Female,0,Yes,47,No,No,DSL,One year,60,No,0,2
4080,Male,1,No,47,Yes,Yes,Fiber optic,Month-to-month,86,Yes,1,3
4081,Female,0,Yes,36,Yes,Yes,DSL,Two year,19,No,0,1
4082,Male,0,No,9,Yes,No,Fiber optic,Month-to-month,20,No,0,1
4083,Female,0,Yes,61,Yes,Yes,DSL,One year,101,No,0,2
4084,Male,0,No,72,Yes,Yes,Fiber optic,Month-to-month,79,No,0,2
4085,Female,0,Yes,35,Yes,No,Fiber optic,Month-to-month,55,No,0,1
4086,Female,0,No,25,Yes,No,DSL,One year,27,No,0,1
4087,Male,1,No,35,Yes,Yes,DSL,Two year,101,Yes,1,3
4088,Female,0,Yes,24,No,No,DSL,Month-to-month,58,No,0,1
4089,Male,0,No,56,Yes,Yes,Fiber optic,Month-to-month,25,Yes,1,1
4090,Male,1,No,26,Yes,Yes,Fiber optic,Month-to-month,94,No,0,3
4091,Female,0,No,72,Yes,No,DSL,Month-to-month,80,No,0,2
4092,Female,0,No,37,Yes,Yes,DSL,Month-to-month,65,No,0,0
4093,Female,0,No,7,Yes,No,DSL,Month-to-month,75,Yes,1,0
4094,Male,0,No,7,Yes,Yes,Fiber optic,Month-to-month,74,Yes,1,0
4095,Male,0,No,69,Yes,No,Fiber optic,Month-to-month,79,Yes,1,2
4096,Male,0,Yes,8,Yes,No,Fiber optic,Month-to-month,20,No,0,1
4097,Female,0,Yes,12,No,No,Fiber optic,Month-to-month,30,No,0,1
4098,Male,0,Yes,44,Yes,No,Fiber optic,Month-to-month,26,No,0,1
4099,Male,0,Yes,72,Yes,No,DSL,Month-to-month,81,No,0,2
4100,Male,0,No,56,Yes,No,DSL,Month-to-month,94,Yes,1,2
4101,Female,0,No,10,Yes,No,DSL,Two year,20,No,0,1
4102,Male,1,No,1,Yes,No,DSL,Month-to-month,69,Yes,1,3
4103,Male,0,Yes,47,Yes,No,DSL,Month-to-month,54,No,0,1
4104,Male,0,No,44,Yes,Yes,Fiber optic,Two year,20,No,0,1
4105,Male,0,No,3,Yes,No,DSL,Month-to-month,78,Yes,1,0
4106,Female,0,No,8,Yes,Yes,Fiber optic,Two year,71,Yes,1,0
4107,Male,0,No,16,Yes,Yes,Fiber optic,Month-to-month,21,No,0,1
4108,Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,82,No,0,2
4109,Female,0,No,1,Yes,No,DSL,One year,46,Yes,1,0
4110,Female,1,No,71,Yes,No,DSL,Month-to-month,89,No,0,3
4111,Female,1,No,56,Yes,No,DSL,Two year,68,No,0,3
4112,Female,0,Yes,3,Yes,No,DSL,One year,19,No,0,1
4113,Male,0,Yes,11,Yes,Yes,Fiber optic,Month-to-month,65,No,0,0
4114,Female,0,No,60,Yes,No,DSL,One year,81,No,0,2
4115,Female,1,No,42,Yes,No,DSL,Two year,105,No,0,3
4116,Female,0,No,2,Yes,Yes,DSL,One year,51,No,0,0
4117,Female,0,No,9,Yes,No,DSL,One year,20,No,0,1
4118,Male,0,No,1,Yes,No,Fiber optic,Two year,75,No,0,0
4119,Male,0,Yes,52,No,No,Fiber optic,Month-to-month,50,No,0,1
4120,Male,1,No,35,Yes,No,DSL,One year,99,Yes,1,3
4121,Male,0,Yes,20,Yes,No,Fiber optic,One year,19,Yes,1,1
4122,Female,0,No,15,Yes,Yes,Fiber optic,Month-to-month,75,No,0,0
4123,Male,0,No,17,Yes,No,DSL,One year,71,No,0,0
4124,Male,0,No,30,Yes,No,Fiber optic,Month-to-month,90,Yes,1,0
4125,Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,96,No,0,0
4126,Male,0,No,10,Yes,No,Fiber optic,Month-to-month,85,Yes,1,0
4127,Female,0,No,13,Yes,No,DSL,Month-to-month,70,No,0,0
4128,Male,0,No,4,Yes,Yes,DSL,Two year,100,Yes,1,0
4129,Female,1,No,3,Yes,No,DSL,Month-to-month,70,Yes,1,3
4130,Female,0,No,59,Yes,No,Fiber optic,Month-to-month,80,No,0,2
4131,Female,0,No,2,Yes,No,DSL,Month-to-month,70,Yes,1,0
4132,Female,0,Yes,14,Yes,No,DSL,Month-to-month,81,No,0,0
4133,Male,0,No,1,No,No,DSL,Month-to-month,25,Yes,1,1
4134,Male,1,No,43,Yes,Yes,Fiber optic,Month-to-month,103,Yes,1,3
4135,Female,0,No,16,Yes,Yes,Fiber optic,Month-to-month,75,No,0,0
4136,Male,1,No,53,No,Yes,DSL,Two year,54,Yes,1,3
4137,Female,0,Yes,4,Yes,No,DSL,One year,25,No,0,1
4138,Female,0,No,16,Yes,No,DSL,Month-to-month,75,No,0,0
4139,Female,0,No,43,Yes,No,Fiber optic,Month-to-month,55,No,0,1
4140,Male,1,No,8,Yes,Yes,Fiber optic,Month-to-month,81,Yes,1,3
4141,Male,0,Yes,6,Yes,Yes,Fiber optic,One year,49,No,0,0
4142,Female,0,No,72,Yes,No,DSL,Month-to-month,112,No,0,2
4143,Female,0,Yes,60,No,No,DSL,One year,50,No,0,1
4144,Male,0,Yes,0,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
4145,Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
4146,Female,0,No,55,Yes,No,DSL,Month-to-month,90,No,0,2
4147,Female,0,No,56,Yes,Yes,Fiber optic,Month-to-month,99,No,0,2
4148,Male,0,Yes,71,Yes,Yes,DSL,Two year,85,No,0,2
4149,Male,0,No,2,Yes,No,DSL,Month-to-month,62,Yes,1,0
4150,Female,0,No,64,Yes,No,DSL,Two year,105,No,0,2
4151,Female,0,No,42,Yes,No,Fiber optic,Month-to-month,74,Yes,1,2
4152,Male,1,No,25,Yes,No,DSL,Month-to-month,89,Yes,1,3
4153,Female,0,Yes,5,Yes,Yes,DSL,Two year,49,No,0,0
4154,Male,0,Yes,72,Yes,No,DSL,One year,117,No,0,2
4155,Female,1,No,33,Yes,Yes,Fiber optic,Month-to-month,81,Yes,1,3
4156,Male,1,No,32,Yes,Yes,Fiber optic,Two year,85,Yes,1,3
4157,Male,0,Yes,5,Yes,No,DSL,Month-to-month,20,No,0,1
4158,Female,0,No,3,Yes,No,DSL,Month-to-month,74,Yes,1,0
4159,Female,1,No,6,Yes,Yes,DSL,Two year,84,Yes,1,3
4160,Male,0,No,69,Yes,Yes,Fiber optic,Month-to-month,106,Yes,1,2
4161,Female,0,No,13,Yes,No,DSL,One year,80,No,0,0
4162,Male,0,Yes,22,Yes,No,DSL,Month-to-month,75,No,0,0
4163,Male,0,No,61,Yes,No,DSL,Two year,70,No,0,2
4164,Female,1,No,33,No,Yes,DSL,One year,59,No,0,3
4165,Male,0,No,41,Yes,Yes,Fiber optic,Two year,73,Yes,1,2
4166,Female,0,No,45,Yes,Yes,Fiber optic,Month-to-month,113,No,0,2
4167,Male,1,No,70,Yes,No,DSL,One year,90,No,0,3
4168,Male,0,Yes,55,Yes,Yes,DSL,One year,58,Yes,1,2
4169,Male,0,Yes,52,No,No,DSL,Two year,44,No,0,1
4170,Male,0,No,3,No,No,Fiber optic,Month-to-month,40,Yes,1,1
4171,Female,0,No,30,Yes,Yes,Fiber optic,Two year,100,Yes,1,0
4172,Male,1,No,70,No,No,DSL,Month-to-month,45,Yes,1,3
4173,Female,0,Yes,9,Yes,No,DSL,Month-to-month,93,No,0,0
4174,Male,0,Yes,21,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
4175,Female,0,Yes,55,Yes,No,DSL,Month-to-month,76,No,0,2
4176,Male,0,No,41,Yes,No,DSL,One year,65,No,0,2
4177,Female,0,Yes,62,Yes,No,DSL,One year,26,No,0,1
4178,Female,0,No,1,Yes,No,DSL,Month-to-month,80,Yes,1,0
4179,Female,1,No,67,Yes,No,DSL,Two year,55,No,0,3
4180,Female,0,No,63,Yes,Yes,Fiber optic,Month-to-month,80,No,0,2
4181,Male,0,No,38,Yes,No,DSL,Month-to-month,69,No,0,0
4182,Female,0,No,70,No,Yes,Fiber optic,Month-to-month,58,No,0,2
4183,Male,0,Yes,38,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
4184,Female,0,Yes,5,No,No,DSL,Month-to-month,30,No,0,1
4185,Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,50,No,0,0
4186,Male,0,No,16,Yes,No,DSL,Month-to-month,74,Yes,1,0
4187,Female,0,No,68,No,Yes,Fiber optic,Two year,39,No,0,1
4188,Female,0,Yes,57,Yes,No,DSL,Two year,101,No,0,2
4189,Male,1,No,60,Yes,Yes,Fiber optic,Month-to-month,104,No,0,3
4190,Female,0,No,29,Yes,Yes,DSL,One year,71,No,0,0
4191,Female,0,Yes,9,Yes,Yes,Fiber optic,Month-to-month,66,No,0,0
4192,Female,0,No,71,Yes,Yes,Fiber optic,Month-to-month,26,No,0,1
4193,Female,0,No,24,No,No,DSL,One year,54,Yes,1,1
4194,Male,1,No,2,Yes,No,DSL,Month-to-month,49,Yes,1,3
4195,Male,0,Yes,66,Yes,Yes,DSL,Two year,21,No,0,1
4196,Male,0,No,54,Yes,Yes,DSL,Month-to-month,104,Yes,1,2
4197,Female,0,No,72,Yes,Yes,DSL,Two year,114,No,0,2
4198,Male,0,No,52,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
4199,Male,0,Yes,71,Yes,Yes,DSL,Two year,77,No,0,2
4200,Female,1,No,5,Yes,Yes,Fiber optic,One year,79,Yes,1,3
4201,Male,0,No,42,Yes,No,DSL,Two year,20,No,0,1
4202,Female,0,No,2,Yes,No,DSL,Two year,45,Yes,1,0
4203,Male,0,No,11,Yes,No,DSL,One year,75,Yes,1,0
4204,Female,0,Yes,41,Yes,No,DSL,One year,80,Yes,1,2
4205,Female,0,Yes,68,Yes,No,Fiber optic,Month-to-month,88,No,0,2
4206,Female,1,No,50,Yes,Yes,DSL,Two year,95,Yes,1,3
4207,Male,0,No,53,Yes,Yes,Fiber optic,Two year,94,Yes,1,2
4208,Female,0,Yes,8,Yes,No,DSL,Month-to-month,84,Yes,1,0
4209,Female,0,No,50,Yes,No,DSL,One year,104,No,0,2
4210,Female,0,No,50,Yes,No,DSL,Month-to-month,100,No,0,2
4211,Female,0,No,8,Yes,Yes,DSL,One year,60,No,0,0
4212,Female,0,No,10,No,Yes,Fiber optic,Month-to-month,30,No,0,1
4213,Female,0,Yes,37,Yes,No,Fiber optic,Month-to-month,24,No,0,1
4214,Female,0,Yes,49,Yes,No,DSL,Month-to-month,62,No,0,2
4215,Female,0,No,17,No,Yes,Fiber optic,Month-to-month,36,No,0,1
4216,Male,0,Yes,12,Yes,Yes,Fiber optic,Two year,20,No,0,1
4217,Male,0,Yes,23,Yes,Yes,DSL,Two year,100,Yes,1,0
4218,Female,0,Yes,71,No,Yes,Fiber optic,Month-to-month,59,No,0,2
4219,Female,0,Yes,71,Yes,Yes,DSL,Month-to-month,78,No,0,2
4220,Male,0,No,24,Yes,No,Fiber optic,One year,89,No,0,0
4221,Male,0,Yes,45,Yes,No,DSL,One year,79,No,0,2
4222,Male,0,Yes,42,Yes,No,DSL,Month-to-month,64,No,0,2
4223,Female,0,No,18,Yes,No,Fiber optic,One year,96,Yes,1,0
4224,Female,0,No,26,Yes,No,Fiber optic,Month-to-month,74,No,0,0
4225,Male,0,Yes,9,Yes,No,DSL,Two year,55,Yes,1,0
4226,Female,0,No,2,Yes,No,DSL,Month-to-month,44,No,0,0
4227,Female,0,Yes,5,Yes,Yes,Fiber optic,Month-to-month,45,No,0,1
4228,Male,1,No,6,Yes,No,DSL,Two year,84,Yes,1,3
4229,Male,1,No,52,Yes,No,Fiber optic,Month-to-month,111,No,0,3
4230,Male,0,No,57,Yes,Yes,Fiber optic,Two year,74,No,0,2
4231,Male,0,No,29,Yes,No,Fiber optic,Month-to-month,75,No,0,0
4232,Female,0,Yes,67,Yes,Yes,DSL,Two year,25,No,0,1
4233,Female,0,No,42,Yes,No,Fiber optic,Month-to-month,105,Yes,1,2
4234,Female,0,No,12,Yes,No,DSL,Two year,19,No,0,1
4235,Male,0,Yes,7,No,No,DSL,One year,34,Yes,1,1
4236,Female,0,No,12,Yes,Yes,Fiber optic,One year,20,No,0,1
4237,Female,0,No,13,No,No,DSL,Month-to-month,49,Yes,1,1
4238,Male,0,No,31,Yes,No,DSL,Month-to-month,71,No,0,0
4239,Male,0,Yes,9,No,No,DSL,One year,30,Yes,1,1
4240,Male,0,No,63,Yes,No,DSL,One year,20,No,0,1
4241,Male,1,No,45,Yes,Yes,Fiber optic,Month-to-month,99,No,0,3
4242,Female,1,No,12,Yes,No,DSL,Month-to-month,79,No,0,3
4243,Male,0,No,41,Yes,No,DSL,Month-to-month,80,No,0,2
4244,Male,0,No,5,Yes,No,DSL,Month-to-month,21,Yes,1,1
4245,Male,1,No,71,No,No,DSL,Two year,46,No,0,3
4246,Female,0,Yes,72,Yes,No,DSL,Two year,79,No,0,2
4247,Male,0,No,9,Yes,Yes,Fiber optic,Two year,69,No,0,0
4248,Female,0,Yes,51,Yes,No,Fiber optic,Two year,90,No,0,2
4249,Female,0,Yes,35,No,Yes,Fiber optic,Month-to-month,41,No,0,1
4250,Male,0,No,56,Yes,No,DSL,One year,101,No,0,2
4251,Female,1,No,18,Yes,Yes,Fiber optic,One year,75,No,0,3
4252,Male,0,No,44,Yes,No,DSL,Two year,112,No,0,2
4253,Female,0,Yes,48,No,Yes,DSL,Month-to-month,30,No,0,1
4254,Female,0,No,11,Yes,Yes,Fiber optic,Month-to-month,65,No,0,0
4255,Male,0,Yes,71,Yes,Yes,Fiber optic,Month-to-month,106,Yes,1,2
4256,Male,1,No,35,Yes,Yes,DSL,One year,82,No,0,3
4257,Male,1,No,24,No,Yes,DSL,Two year,34,No,0,3
4258,Female,0,No,60,Yes,No,Fiber optic,Month-to-month,105,No,0,2
4259,Male,0,No,6,No,Yes,Fiber optic,One year,30,Yes,1,1
4260,Male,0,Yes,15,Yes,No,DSL,Month-to-month,20,Yes,1,1
4261,Male,1,No,21,Yes,No,DSL,One year,104,No,0,3
4262,Male,0,Yes,33,Yes,No,DSL,One year,21,No,0,1
4263,Female,0,No,1,Yes,No,DSL,Month-to-month,21,No,0,1
4264,Female,0,Yes,58,Yes,Yes,Fiber optic,Two year,20,No,0,1
4265,Female,0,No,10,Yes,Yes,Fiber optic,Month-to-month,65,No,0,0
4266,Female,0,Yes,33,Yes,Yes,Fiber optic,Month-to-month,24,No,0,1
4267,Female,1,No,1,No,Yes,Fiber optic,One year,25,Yes,1,3
4268,Female,0,Yes,1,Yes,Yes,DSL,Two year,46,Yes,1,0
4269,Male,0,Yes,42,Yes,No,Fiber optic,One year,73,No,0,2
4270,Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
4271,Male,0,No,38,Yes,Yes,DSL,Two year,20,No,0,1
4272,Female,0,No,5,Yes,No,DSL,One year,51,Yes,1,0
4273,Male,0,No,65,Yes,Yes,DSL,Two year,110,No,0,2
4274,Female,1,No,43,No,Yes,Fiber optic,Month-to-month,33,No,0,3
4275,Female,0,No,72,Yes,No,DSL,One year,85,No,0,2
4276,Male,0,No,60,Yes,Yes,DSL,Month-to-month,94,Yes,1,2
4277,Male,0,No,55,Yes,No,DSL,Month-to-month,101,No,0,2
4278,Female,0,Yes,70,Yes,No,DSL,Month-to-month,113,No,0,2
4279,Female,0,No,6,Yes,No,Fiber optic,One year,74,No,0,0
4280,Female,0,Yes,13,Yes,Yes,DSL,Month-to-month,104,No,0,0
4281,Male,0,Yes,8,Yes,No,DSL,Two year,20,No,0,1
4282,Male,0,Yes,45,Yes,No,DSL,Month-to-month,100,No,0,2
